economy,Country,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
GAB,Gabon,89.1576627248353,90.4983773331323,92.3428089420545,90.6350361478645,73.5203290162438,73.9497814588281,70.1333810645308,75.0687404456638,77.0365976973024,73.4280894486644,70.1140546466012,85.3483122054007,92.0630888500131
PYF,French Polynesia,54.0438821122259,56.2319854247632,57.8806819793666,56.0619675585513,56.2324578944225,55.6304686354336,53.6164949427793,54.5776905038178,65.0146628512067,63.3061124024003,45.8331834386023,52.9788183937695,69.5264023221442
FRA,France,56.587555247796,60.6056354816406,61.6589570771102,61.8192338733962,62.1992669379507,63.5046871956484,63.3427564383351,65.3958481559711,66.8022607812266,66.4289771741449,58.8388907240647,63.788482630872,75.9630077981996
FIN,Finland,75.4612085231229,78.7159444486606,79.4303765882482,77.485171771574,74.6277719754196,71.9618253787014,71.7222101178859,75.9387822310041,79.1436148422846,80.5641502947367,72.1845955995888,79.7892781913782,94.5625340522667
FJI,Fiji,,,,,,,,,,,,,
FRO,Faroe Islands,97.1824434582361,105.846453473678,117.157793662648,114.062282820929,106.142539193387,105.610671594387,104.552703002397,107.238908370178,106.874664759521,108.623245950251,96.2241937518396,103.488037146112,122.86334141193
ETH,Ethiopia,,48.232935411689,45.3979041835072,41.4717870807625,40.7410841498626,39.6561241449515,34.8990210816111,31.1036494929016,31.1993689777881,28.8152939288346,24.0061143401794,24.3450574647644,26.5954996967313
SWZ,Eswatini,,,,85.2034551274939,91.6200186943398,88.2620944023684,89.3584874439935,86.8801420302976,85.4927768173538,86.6407948477595,84.0140188426878,89.9313874866569,92.5715871298334
EST,Estonia,143.671762256978,166.7460724339,169.156067773865,164.601632156916,157.953944842229,148.507157123558,147.7462327097,144.635650944133,143.485224864735,140.352147998549,137.392641283846,160.471922305927,175.68711950524
ERI,Eritrea,37.4714654565691,47.3937901188684,,,,,,,,,,,
GNQ,Equatorial Guinea,144.668225001248,114.37734663649,116.675422472364,106.893284926066,104.379198671388,98.8780591680756,92.6007307237942,102.428258251803,103.645681622953,94.8787924253545,77.9278846441807,76.9666485998527,81.8130161368099
SLV,El Salvador,73.5372876725398,79.2766437025052,77.6485716222883,80.4511944908271,78.1044257477935,76.5602707370519,72.8190933731491,74.3046511916519,75.6336168879956,76.0420130991468,66.4595069497083,81.8450759800765,88.7011093776867
EGY,"Egypt, Arab Rep.",47.9363500745898,45.2556341623514,40.7117692721084,40.373038056332,36.9201877934272,34.8459429600229,30.2465490514505,42.8321343581608,45.9110196733959,41.1240171551108,32.1262555667523,29.8569734808122,36.9831048772713
ECU,Ecuador,65.7773849135062,70.0356837525249,67.0029290916898,63.4333003342414,61.4263766217565,47.8280397077826,40.5344917996647,43.6177233172817,48.0093476154836,48.0828494933307,43.9893109378389,53.261275610573,61.880792818786
DOM,Dominican Republic,56.0573964175321,59.0692578401698,58.5062536731089,56.8137658014945,55.6601041506633,52.3471238667007,51.7306571245477,50.7595355508472,52.3351709577013,50.912982200697,44.7331613466756,51.9500227303115,54.3781976712844
DMA,Dominica,,,,,,,,,,,,,
DJI,Djibouti,,,,347.720317058403,298.564535821251,268.363456254629,213.071998607921,305.967966403468,300.398900523844,320.93923036418,225.744871323723,263.477728733891,302.285409231545
DNK,Denmark,94.3877282319057,102.012930474308,104.362280505171,103.612813249189,103.210859225139,105.130362453899,101.452783808643,104.215676920442,108.813985501909,111.891475065653,104.433432671151,112.321472697291,131.995824909071
CZE,Czechia,126.756480116798,136.750855542438,145.480195396935,145.502230624961,156.415122826886,154.018400997633,148.547004664435,147.750834854762,145.141717890789,138.154609993871,128.780430305965,137.378116302868,144.011494109397
CYP,Cyprus,108.901699269523,110.617131287039,112.344273297273,120.926200639389,130.84436307939,137.276426477193,139.022098457248,148.013355558135,147.623567410054,150.506169561162,160.66871645997,176.82773681987,205.753543745524
CUW,Curacao,143.932211823816,172.923417836707,183.236460764441,166.406148932184,164.359817499142,148.31381621544,139.052978198311,139.812449178121,155.268858003963,,,,
CUB,Cuba,40.2919413008332,46.9604290476881,45.8662036340766,44.3238969253902,39.2741528539069,31.6138124793419,27.2691132420785,26.2224363787618,27.0835484486147,22.8208911354416,15.6829868097474,80.0237703083904,93.8607755890525
HRV,Croatia,72.6467039932668,77.783952809242,79.0075493058138,80.9188132002026,85.2166241319216,90.6522705485118,92.1392009356077,97.2445256540374,99.0848546362534,101.394766564216,89.5480523143212,102.328697150799,125.410877974694
CIV,Cote d'Ivoire,67.472940081257,64.7159030611345,70.3010893191249,58.3526792527234,53.6804175610344,52.7153604615931,47.5663138935656,48.6596050387177,46.040028237159,44.6604105830795,41.9426318190526,45.1140327762435,52.8663910413483
CRI,Costa Rica,67.512089684107,68.6391465074016,67.0485392950976,64.0664105879442,65.1912420532368,60.753561939521,62.1784781768295,65.0719537438815,66.945342016636,65.7605300176622,60.1398862509533,70.7816423027085,82.2275325353143
COG,"Congo, Rep.",124.064754399607,124.591742710141,97.444435145443,93.0028633915235,104.197620103417,117.320721558581,122.259818284021,94.6170952583422,100.583216779714,91.5757547930374,69.3066247188397,85.5462031552188,98.1613366922001
COD,"Congo, Dem. Rep.",80.9975153909582,83.4133637998303,66.7056747465748,72.5557545139014,74.1131729382021,57.7539236163245,68.0083342860132,65.9184525277578,72.5591739081336,60.9143523742792,61.0284707727916,75.3870523860732,85.8221691879958
COM,Comoros,39.5501058029898,40.00094857244,40.8104424089423,39.2433304149929,39.2358244169194,37.8049520714563,37.1328797158337,40.164358921352,42.9961533369453,42.2680785372908,33.7299346029218,42.0677236368446,50.3887704814699
COL,Colombia,34.2646031687681,39.4704235545367,38.835151018669,37.9866487978457,37.4874656411103,38.3607641184453,36.202652984202,35.2829149424588,36.5347527968973,37.558533980839,34.0555709680101,40.0591463936128,48.2826551123359
CHN,China,49.8540722338977,49.9458272253643,47.4802130784317,45.9160413795571,44.0684564812532,38.6971848362625,36.177170692978,36.95085261586,36.8943843914718,35.1994202738836,34.0389507864581,36.5206911762676,37.440719876366
CHL,Chile,69.7176801370338,72.4816428077334,68.156142891334,65.1432879523879,65.6346281218887,59.3491104775309,56.0578610877723,56.0261589675707,58.177050633437,57.6117545680829,58.1828635629748,64.8774063237834,75.2016177425303
CHI,Channel Islands,,,,,,,,,,,,,
TCD,Chad,63.7311691270791,57.5437561870898,54.3851887421013,51.5308164549816,40.8116269859319,48.5114982079885,43.9580149331537,43.2900613852468,46.7384317860183,46.6777247152768,40.6428170621932,43.9465041015895,47.9883784319429
CAF,Central African Republic,34.4304819543042,34.4756183327299,33.0594485943314,38.3992875721315,53.0950920179825,53.1451477769621,50.53064402191,57.1435457117119,49.6602000024318,50.0658000014868,49.5210200011921,44.159119995104,45.23357000162
CYM,Cayman Islands,,,,,,,,117.436583958714,117.117122140321,114.83853985004,105.472790158919,,
CAN,Canada,60.2081215044483,62.4987387708328,62.5955489395005,62.2310749013405,64.3786621564923,66.1649020669781,65.3636845215556,65.1010608504649,66.5998858508762,66.1714852804959,61.1567709632763,62.2468367159421,67.3176215563989
CMR,Cameroon,47.2385853965951,51.521987603918,50.0360127271229,49.6745363462134,50.8323893087648,45.5401468279393,40.6386315268268,39.1990216052629,40.587602877028,43.3785132480415,33.7388313623871,36.7308347188558,41.2866025594679
KHM,Cambodia,109.998400607758,109.790505166814,116.740233418212,124.887552768657,124.454908526693,122.109596815379,122.704555602667,121.155451298689,118.43765541305,115.736679072448,122.105396346568,146.179846509715,145.873632761406
CPV,Cabo Verde,85.5484498816191,90.5564501122747,90.649916554117,86.1698600308418,91.3038524117221,94.0084870167993,95.3781398609533,100.052133904219,105.867524052105,103.602656463726,78.3934545931901,77.4550586265341,96.9941368513357
BDI,Burundi,,,,,,,,,,,,,
BFA,Burkina Faso,49.0732385398039,57.4972531038508,61.2386079818398,64.0358513024234,58.8235624937426,59.0891813101662,57.8931727994406,59.2687802020168,60.5956256236488,60.4086928753226,60.7397786403239,62.4203586607795,67.5202901331655
BGR,Bulgaria,103.380522321192,117.41810388629,123.971322714174,129.688682986482,130.248377115245,126.73664221295,122.805514356513,129.634429048004,129.166502930632,125.260418346411,110.423899846249,121.214088263823,138.844877241238
BRN,Brunei Darussalam,95.3715460226132,99.5379309038179,105.640902140819,110.939599584216,102.421000963035,89.8961882533585,87.319801332806,85.1768604269985,93.8980617666778,108.509658357959,110.291003658452,147.123112375318,146.973965879597
VGB,British Virgin Islands,,,,,,,,,,,,,
BRA,Brazil,22.7721781132208,23.9344051765103,25.1142736103322,25.7859573281452,24.685405813292,26.9536259372369,24.5336820770756,24.3197343741684,28.876203376153,28.8902578697354,32.3020785443492,37.6563307592575,38.8160659764321
BWA,Botswana,94.6390020873926,98.9614677801469,111.875280620952,125.78303991122,119.497541791464,112.900891016005,100.464689766026,81.9239513763494,87.4551039946493,83.0929813601175,77.6634178592071,88.7587495865805,85.6117077543432
BIH,Bosnia and Herzegovina,80.9682159626823,87.8363477136556,88.1451088628529,87.9312380280562,90.5522780395662,88.291992587588,88.2440340022738,96.6458803566861,98.4320694182631,94.516125154246,82.5216467994007,96.7391144408744,110.205284377387
BOL,Bolivia,75.5116262512877,82.4803954243518,84.9487611684942,81.2309075267174,85.2644695625131,67.9328451905248,56.4010345026573,45.5761123650708,46.9261953417368,45.8209732749024,37.5164342446486,47.6670843158984,57.5249335789631
BTN,Bhutan,105.010666693593,102.795600221106,94.0450271469571,95.0525382780424,87.9342562013295,89.6391604595496,76.3847528498375,76.7884016850221,79.7397203296083,76.1235167041505,71.8303510394637,77.5824482709826,85.5712165226139
BMU,Bermuda,74.595080341836,76.2704368073774,73.7823030616219,76.2701066974999,76.5167474588353,73.2954985174785,72.7499093828891,72.3924284503794,77.5552703807388,77.5601016506443,69.1937002313222,71.4081698076429,75.1972250263227
BEN,Benin,51.4308599492924,47.2170288118403,50.7367367791134,59.2001918331875,65.2682749404551,56.7563131849476,58.9869283378276,61.4765969588474,61.7951944903448,63.68133231423,44.8332333768726,48.0548608324409,44.3815928877424
BLZ,Belize,94.8581591507411,106.914960208874,111.166652365429,108.672614067831,107.112517468788,104.070958799941,96.4998358304218,97.7072571800462,100.989214362975,102.441856907677,81.6431433128545,98.9824369429997,107.840250086037
BEL,Belgium,150.162563621427,160.765516888126,160.383301425059,157.573622782434,158.571610953523,155.068682045926,159.057696611945,166.904078237791,168.277692877218,165.46547893199,156.950121282783,177.381892440073,191.179031303786
BLR,Belarus,115.917972989303,157.974255073313,153.085269313372,119.815965235724,110.651424367582,115.914826201946,125.209322899662,133.367754723012,139.393736250171,130.850406102184,118.934176146534,136.014167877476,120.024207576094
BRB,Barbados,,,,,,,,,,,,,
BGD,Bangladesh,37.8028426708321,47.4208498356898,48.1109227490467,46.2964027228174,44.5140801968096,42.0859963070382,31.3341501346142,29.9997306724343,32.5146317240884,31.5780544912404,26.271447376215,27.7240047036631,33.7799672705735
BHR,Bahrain,115.561486449616,167.529641035854,178.824020821684,184.58950884485,168.57585814186,147.916060172904,132.822997902774,136.429239810394,144.075372574535,135.417543398211,135.460985012931,153.799316485108,167.141241152535
BHS,"Bahamas, The",78.6756024311196,88.3336891598687,84.2515204656543,84.5484138879077,80.5370272284116,69.6779752652565,67.212921580015,68.334284038596,72.1542685971043,68.7866234842208,53.4207580670063,65.9325413308964,75.9829601059237
AZE,Azerbaijan,74.9859884610856,80.5080450059522,78.263069540422,74.6758447629851,69.4832251953347,72.6015079073189,90.0773187345677,90.4023156823216,91.6725765369825,85.8181454084561,72.0178676487811,76.286865687015,86.9822732541779
AUT,Austria,99.6448825546716,105.775098372378,105.840791389706,104.985374015367,104.49673998926,103.11758174626,101.573494597172,105.556066755438,108.377969971828,108.207284904426,99.9482141095975,111.032932124165,123.579578652902
AUS,Australia,40.3905070860606,41.7219860149689,43.0198495527558,41.100511881056,42.2993095385282,41.4947506939901,40.813402217321,42.0354135251854,43.5732253645218,46.0016827052171,44.499564103879,40.2022359390595,45.6946418805752
ABW,Aruba,135.464654677581,154.437786862887,156.645197205944,155.731904417046,156.491052766236,140.493001133496,136.887263320827,138.716620095236,138.824972245657,137.9619293134,122.723738046404,139.917797708768,160.634546418015
ARM,Armenia,64.642975973633,69.4355736620453,75.9616759606704,77.5550481598824,75.778866962639,71.6820743427575,76.0779674593548,87.202376539837,92.473107021212,97.847004865327,70.1213571368789,79.2489057647112,103.878629213508
ARG,Argentina,34.9710132635696,35.2061549999644,30.5265423717108,29.3339290021037,28.4067936452275,22.4862260889792,26.0938878488799,25.2896011376779,30.7625359549926,32.6306150458499,30.203698807416,33.078689567466,31.5801792606256
ATG,Antigua and Barbuda,,,,,141.546161057996,130.071549851721,132.025917905085,127.664323582144,130.655152659419,137.537783631991,94.289529886499,101.074960584779,117.703527768353
AGO,Angola,90.9940631355109,89.0369443425845,81.9394785486361,77.3498013716078,69.5801424481147,54.9793808779835,47.0155661405313,45.6643423539921,58.916480075976,60.7148243336685,54.3442286847189,61.5262136695806,55.2547732713835
AND,Andorra,,,,,,,,,,,,,
ASM,American Samoa,157.940663176265,157.543859649123,176.40625,173.824451410658,174.805598755832,162.407132243685,159.165424739195,161.437908496732,171.830985915493,156.568778979907,154.368932038835,136.8,124.684270952928
DZA,Algeria,63.4912159928425,62.2200899610479,60.7576393340605,59.151008157244,56.9235419669867,53.2046225904145,49.7609327925216,49.8208161712587,52.4361676779223,46.5068426081672,40.3897565625388,46.8370592599607,51.1900893683897
ALB,Albania,75.5325329687378,80.6989985298954,76.9683583166821,75.7506185619748,75.0212023084129,71.2794476606014,74.0144504546815,76.7873817898989,75.6940783717425,75.382128932689,59.5206994391875,75.5904040905009,84.6980435944865
AFG,Afghanistan,,,,,,,,,,,46.7098945514103,51.4117163747271,72.8854696086536
WLD,World,56.4159468717993,59.5371105603304,59.3502507190567,58.7078861767085,58.1300187518142,55.7349858105449,53.9114215972707,55.5882472883587,57.1241197323954,55.9091127292441,51.9733628554011,56.7104814151821,62.4216664720525
UMC,Upper middle income,51.7572368823425,53.1476528157562,51.7870217514451,50.3500252988917,49.0484726298494,45.5281569598987,43.619117726214,44.7327115720683,46.5311022437582,44.6140731594082,42.6567911287372,47.6181805542543,50.7033867956823
TSS,Sub-Saharan Africa (IDA & IBRD countries),,65.1480935458417,63.9868573624282,62.322232769437,60.7573821380911,57.3062145931923,55.1399503297354,54.233275881935,56.6953501994876,55.7540212745659,51.2033981131689,55.7046429671208,59.1775548748557
SSA,Sub-Saharan Africa (excluding high income),63.1923561038087,65.8871881265174,64.7988837082235,63.2800252500623,61.6491663437902,58.0976904467267,56.0750400501484,55.2967796869229,57.9010902669809,57.0496136105605,52.5305501818009,57.2231609205256,60.7745506282043
SSF,Sub-Saharan Africa,,65.1480935458417,63.9868573624282,62.322232769437,60.7573821380911,57.3062145931923,55.1399503297354,54.233275881935,56.6953501994876,55.7540212745658,51.2033981131689,55.7046429671208,59.1775548748557
TSA,South Asia (IDA & IBRD),48.318869674409,54.781912294079,55.002840478453,53.1281840147581,48.7343658963128,42.3320491860183,39.7938034454886,40.3089858984443,43.1541039748077,39.8164418526812,36.988453773768,44.0145414114724,48.8421502668149
SAS,South Asia,48.318869674409,54.781912294079,55.002840478453,53.1281840147581,48.7343658963128,42.3320491860183,39.7938034454886,40.3089858984443,43.1541039748077,39.8164418526812,36.988453773768,44.0145414114724,48.8421502668149
SST,Small states,113.977029067704,124.02373971019,126.178432046115,129.030954637763,127.607507784766,126.536433539563,123.964615392101,126.096083557867,128.426612296639,130.087047215398,124.130074337816,138.942181677335,154.50732220142
PRE,Pre-demographic dividend,,,,,,,,,,,,,
PST,Post-demographic dividend,54.4570351096697,58.3851696973325,58.7316776887312,58.4295340186293,58.2965136824546,56.6599997566859,55.0563588663846,57.0436446034332,58.3139473708289,57.3640224856089,52.7599442931164,57.3497614199247,64.4700799127373
PSS,Pacific island small states,,,,,,,,,,,,,
OSS,Other small states,119.126686482258,128.360268155001,131.07383729886,134.032600749168,132.582084724743,132.437583359015,129.901502426289,132.347378512211,134.560562449216,136.659428766832,132.479064295408,148.260014155323,164.573905802679
OED,OECD members,51.3749798935763,55.1446791568073,55.5603613008186,55.2364422331733,55.3540917702241,54.326966680855,53.2538860639634,55.156698273481,56.503110435788,55.8638308489572,51.4197334624688,55.7122002805394,63.1404421686003
INX,Not classified,,,,,,,,,,,,,
NAC,North America,30.9654332343502,33.5593766435031,33.4199285706579,32.7735025853399,32.953701201886,31.1110366043156,29.9310232391542,30.5531390166267,30.954653982674,29.860572028922,26.639115129293,28.7516975878901,30.7440903175145
MIC,Middle income,52.7919871634024,54.6821430294469,53.3810267366969,51.8661100241344,50.253118896043,46.5603151594689,44.5710150116721,45.9399194756778,48.0010524911538,45.9919109680023,43.5321217302778,48.7913104552852,52.3921238117968
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",56.3504582950371,54.9071270681992,55.0589032904778,54.6579769034834,52.1396037362151,47.6458719758847,44.0100590842918,48.8290176826258,55.0133472281976,52.1975359993324,44.7173286478427,49.8345762873386,58.4110160833412
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",56.4621369948711,55.0206005237926,55.1680374459496,54.7645913526087,52.2828192211357,47.8582600813933,44.206632754434,49.0091327240712,55.1637940210484,52.351728629491,44.9220673488316,50.0454660828725,58.6285724584232
MEA,"Middle East, North Africa, Afghanistan & Pakistan",76.4082918356658,78.6245304630985,80.1817462636247,79.1645981599337,77.1252070547462,72.5138872320369,68.2010695230567,71.0100716035023,73.2048624270573,71.4931636064041,67.1458191210406,71.0588897602113,78.3055019030409
LMC,Lower middle income,57.5712724256981,61.7678641702968,60.7415655800525,58.8560955800175,55.808163451864,51.2354470795111,48.8826073486802,51.424392027321,54.6791911614007,52.2515731349382,47.5088407721334,54.1209630548735,60.0642337972692
LIC,Low income,54.1509064901303,54.1806322591223,51.9490628118335,52.765486620292,50.8397694755724,45.416564121708,48.5507451991774,51.7746272639688,56.4951992992836,54.4200923809362,51.0254007187152,55.6982111941393,54.7546157525203
LMY,Low & middle income,52.807225244472,54.6765182665995,53.3648508202226,51.8762669179472,50.2597431615779,46.5474413023969,44.6158101427168,46.0069999758142,48.098708044233,46.0888081297684,43.6244138331382,48.8763803418356,52.4201241317349
LDC,Least developed countries: UN classification,58.3339949057173,60.3791468535262,59.0169463026792,58.5601483628962,55.8805334038006,50.5046218869376,46.9182004792284,47.0303880111819,51.4619437897655,50.5670353723756,46.4710756098043,50.6793063452731,51.1776652951198
TLA,Latin America & the Caribbean (IDA & IBRD countries),42.3160950617686,44.5742506843551,44.5656799299123,44.1918342951615,43.7380260692525,44.2142879401788,43.2692169793714,43.4945657232203,47.5315245402823,47.1498818579862,45.5894315064476,51.4996755843368,54.7675774389193
LAC,Latin America & Caribbean (excluding high income),39.2348377242294,41.3837200112889,41.5729077323728,40.9181477389474,40.3527742168557,41.5808041305058,41.746198893934,41.90886388128,45.6160678319738,44.9975725197578,45.0877732963407,51.9411047307609,55.088454453885
LCN,Latin America & Caribbean,43.5680259737873,46.0158503795606,45.5736873355361,45.1883218571138,44.6508392407729,44.9877681580977,44.0323870896011,44.339169550185,48.1959088759379,47.7128393460766,45.9770000487609,52.6180279123337,56.0555033079967
LTE,Late-demographic dividend,58.7747865261741,59.976715898112,58.7301170949618,57.7192871439835,56.7320248195782,53.738388844475,51.9664555525919,52.8526498098965,53.6726377411795,52.5775752355387,51.2171759170608,55.3910533770106,57.7023890477916
IDA,IDA total,,,,,,48.0045817630678,45.1943421429191,46.219631006171,49.3104437400923,48.804557983678,43.8780009870546,47.3725889536315,51.3326796915021
IDX,IDA only,57.2130400452252,60.8583944007916,60.9912836132369,58.9182515275565,57.6195103933599,54.040709566092,51.1473537865158,51.7075841083153,54.0586875395731,53.2718483717597,47.9978674635589,52.2141944463881,55.0014002268336
IDB,IDA blend,,,,,,,,,,,,,
IBT,IDA & IBRD total,53.7546441417426,55.4895656665013,54.2840904270573,53.0190988325055,51.7399193626658,48.423697900668,46.4102561070108,47.7712303341788,50.0933412240511,48.1615135685922,45.3062155810799,50.5233764598286,53.6207752287313
IBD,IBRD only,53.7907284823699,55.4665957907094,54.2579292543953,53.0441880540149,51.7753413234894,48.4463469736626,46.4759642047366,47.854645281693,50.1354302810354,48.1269430998085,45.3841048731267,50.6952082064544,53.7445531321912
HIC,High income,58.1761404718763,61.900071215778,62.2422859689237,61.9404059390321,61.8426544687614,60.0910197887119,58.4107360114514,60.2299036444844,61.4493252222777,60.5888526671574,56.1043222189291,60.6104593706969,67.3891758851085
HPC,Heavily indebted poor countries (HIPC),61.3643010284156,63.4586803006438,63.3430134027445,59.7603520454406,58.5808670081618,56.2244183648996,53.4924824357727,52.350299328205,53.9021196500937,53.2150962375475,47.3602801354699,51.0549807491457,55.9736105578035
FCS,Fragile and conflict affected situations,,,,,,,,,,,,,
EUU,European Union,78.282201525606,83.4716468978193,85.0872994138992,84.7802544688451,85.494561926335,86.6784748227273,85.784351990334,88.7153567222581,90.4287944304584,90.5535185606555,83.8178454761989,91.2031115580478,103.706433693426
TEC,Europe & Central Asia (IDA & IBRD countries),60.5609124185625,63.473995022608,63.2106908816742,61.9394350892009,62.9537976964698,62.6394987137467,61.9722403200107,64.6955315296843,69.1948006888718,67.5632521563496,63.0176651320328,70.0990438608021,72.7487936847561
ECA,Europe & Central Asia (excluding high income),61.7211555939382,68.7186207554277,68.1033556892089,64.5071648623161,64.6129020900958,62.0454498655402,61.7177030579138,66.5635351436658,72.4218659007976,71.3133005347066,65.5537271131782,73.3220603613705,82.3219771480926
ECS,Europe & Central Asia,73.5375210068597,78.0895379365798,78.8759874168787,78.5348045121348,78.3407556009866,78.7659251133764,78.4536780102334,81.2214677871365,83.4200981988944,83.2547336320105,77.1301971281628,83.3069113887783,93.5866204888838
EMU,Euro area,75.8746139929208,81.0277663717706,82.6466325925168,82.3346463167316,82.774155890855,84.1250239193896,83.1391434816182,86.1419515182982,87.7964429522812,87.9697040718615,81.2054987257806,88.4200453456017,100.605084239169
TEA,East Asia & Pacific (IDA & IBRD countries),56.1500458431538,56.808989355152,54.3700360089716,52.765075443476,51.1472047708159,46.0386687646244,43.4691580089263,44.7746517907454,45.0751686963502,42.6828078908221,40.5785747992944,44.6557060199899,46.7605279255167
EAP,East Asia & Pacific (excluding high income),56.1481865080446,56.8065017577975,54.3674047518243,52.7617829667611,51.1435906351298,46.0352711694192,43.4661834303896,44.7719419402175,45.0725672746999,42.68001465761,40.5762009934068,44.6542035676862,46.7579624046603
EAS,East Asia & Pacific,62.4576577394419,64.6346274652362,63.2211856809911,62.45604909842,61.4953749356065,55.9752061347854,52.3453171319671,54.2944579632799,55.2969571267884,53.0312724740941,50.0635221733694,55.1221330324027,60.1095992258372
EAR,Early-demographic dividend,54.8315323303574,58.0638147627474,57.7433661405682,56.6688112532542,55.0023236880475,51.0526136140885,48.6955201383382,50.6972262430871,54.6258922827951,52.213676612133,47.3375696456261,53.4080200126286,58.9341445376023
CEB,Central Europe and the Baltics,104.464984905731,112.883966693345,116.12084582553,117.682858283811,119.875144797024,119.413555662705,120.335512986639,123.351879836094,123.819500551781,121.363013902895,114.658310873069,125.55242593516,139.83650926868
CSS,Caribbean small states,,,,,,,,,,,,,
ARB,Arab World,85.4722234406328,88.2778925699692,89.7697484348065,88.7552573164627,86.5625376235488,81.6833904367822,76.0430297374186,79.4530344876071,79.8820396126159,79.0696226380511,74.5045919856139,79.4584284528696,86.7932393179498
AFW,Africa Western and Central,,,,,,,,,,,,,
AFE,Africa Eastern and Southern,61.1440016011495,63.0683921534385,61.0262151920067,61.4749476479476,59.8998848247145,54.919335043677,52.9532018565789,51.8332071754235,55.0220378948386,53.528129184284,49.5217047765169,54.5012645153596,57.1527762711517
